Player ID,Player,From,To,Pos,Ht,Wt,Birth Date,College
allenma01,Malik Allen,2002,2011,F,6-10,255,"June 27, 1978","Villanova University"
allenra01,Randy Allen,1989,1990,F,6-8,220,"January 26, 1965","Florida State University"
allenra02,Ray Allen,1997,2014,G,6-5,205,"July 20, 1975","University of Connecticut"
allento01,Tony Allen,2005,2014,G,6-4,213,"January 11, 1982","Oklahoma State University"
allenwi01,Willie Allen,1972,1972,F,6-6,230,"February 8, 1949","University of Miami"
allisod01,Odis Allison,1972,1972,F,6-6,195,"October 2, 1949","University of Nevada, Las Vegas"
allrela01,Lance Allred,2008,2008,C,6-11,250,"February 2, 1981","Weber State University"
allumda01,Darrell Allums,1981,1981,F,6-9,220,"September 12, 1958","University of California, Los Angeles"
almonmo01,Morris Almond,2008,2012,G,6-6,225,"February 2, 1985","Rice University"
alstode01,Derrick Alston,1995,1997,F,6-11,225,"August 20, 1972","Duquesne University"
alstora01,Rafer Alston,2000,2010,G,6-2,171,"July 24, 1976","California State University, Fresno"
alumape01,Peter Aluma,1999,1999,C,6-10,260,"April 23, 1973","Liberty University"
amaecjo01,John Amaechi,1996,2003,C-F,6-10,270,"November 26, 1970","Pennsylvania State University"
amayaas01,Ashraf Amaya,1996,1997,F,6-8,230,"November 23, 1971","Southern Illinois University"
aminual01,Al-Farouq Aminu,2011,2014,F,6-9,215,"September 21, 1990","Wake Forest University"
amundlo01,Louis Amundson,2007,2014,F,6-9,225,"December 7, 1982","University of Nevada, Las Vegas"
anderbo01,Bob Anderegg,1960,1960,F-G,6-3,200,"August 24, 1937","Michigan State University"
anderch01,Chris Andersen,2002,2014,F,6-10,230,"July 7, 1978","Blinn College"
anderda03,David Andersen,2010,2011,C,6-11,245,"June 23, 1980",""
anderal01,Alan Anderson,2006,2014,G-F,6-6,220,"October 16, 1982","Michigan State University"
anderan01,Andrew Anderson,1968,1970,G,6-2,184,"July 6, 1945","Canisius College"
anderan02,Antonio Anderson,2010,2010,G,6-6,215,"June 5, 1985","University of Memphis"
andercl01,Cliff Anderson,1968,1971,G-F,6-2,200,"September 7, 1944","Saint Joseph's University"
anderda01,Dan Anderson,1968,1969,C,6-10,230,"February 15, 1943","Augsburg College"
anderda02,Dan Anderson,1975,1976,G,6-2,185,"January 1, 1951","University of Southern California"
anderde01,Derek Anderson,1998,2008,G,6-5,194,"July 18, 1974","University of Kentucky"
anderdw01,Dwight Anderson,1983,1983,G,6-3,185,"December 28, 1960","University of Southern California"
anderer01,Eric Anderson,1993,1994,F,6-9,220,"May 26, 1970","Indiana University"
andergr01,Greg Anderson,1988,1998,F-C,6-10,230,"June 22, 1964","University of Houston"
anderjj01,J.J. Anderson,1983,1985,F,6-8,195,"September 23, 1960","Bradley University"
anderja01,James Anderson,2011,2014,G,6-6,215,"March 25, 1989","Oklahoma State University"
anderje01,Jerome Anderson,1976,1977,G,6-5,195,"October 9, 1953","West Virginia University"
anderke01,Kenny Anderson,1992,2005,G,6-0,168,"October 9, 1970","Georgia Institute of Technology"
anderki01,Kim Anderson,1979,1979,F,6-7,200,"May 12, 1955","University of Missouri"
andermi01,Michael Anderson,1989,1989,G,5-11,184,"March 23, 1966","Drexel University"
anderni01,Nick Anderson,1990,2002,F-G,6-6,205,"January 20, 1968","University of Illinois at Urbana-Champaign"
anderri01,Richard Anderson,1983,1990,F-C,6-10,240,"November 19, 1960","University of California, Santa Barbara"
anderro01,Ron Anderson,1985,1994,F-G,6-7,215,"October 15, 1958","California State University, Fresno"
anderry01,Ryan Anderson,2009,2014,F,6-10,240,"May 6, 1988","University of California"
andersh01,Shandon Anderson,1997,2006,F-G,6-6,208,"December 31, 1973","University of Georgia"
anderwi01,Willie Anderson,1989,1997,G-F,6-7,190,"January 8, 1967","University of Georgia"
anderwa01,Wally Anderzunas,1970,1970,C-F,6-7,220,"January 11, 1946","Creighton University"
andrima01,Martynas Andriuskevicius,2006,2006,C,7-2,240,"March 12, 1986",""
anieldo01,Don Anielak,1955,1955,F,6-7,190,"November 1, 1930","Missouri State University"
anslemi01,Michael Ansley,1990,1992,F,6-7,225,"February 8, 1967","University of Alabama"
anstech01,Chris Anstey,1998,2000,C,7-0,249,"January 1, 1975",""
antetgi01,Giannis Antetokounmpo,2014,2014,G-F,6-9,210,"December 6, 1994",""
anthoca01,Carmelo Anthony,2004,2014,F,6-8,230,"May 29, 1984","Syracuse University"
anthogr01,Greg Anthony,1992,2002,G,6-0,176,"November 15, 1967","University of Nevada, Las Vegas"
anthojo01,Joel Anthony,2008,2014,C,6-9,245,"August 9, 1982","University of Nevada, Las Vegas"
anticpe01,Pero Antic,2014,2014,F,6-11,260,"July 29, 1982",""
araujra01,Rafael Araujo,2005,2007,C,6-11,280,"August 12, 1980","Brigham Young University"
arcenst01,Stacey Arceneaux,1962,1962,F,6-4,210,"February 17, 1936","Iowa State University"
archiro01,Robert Archibald,2003,2004,F,6-11,250,"March 29, 1980","University of Illinois at Urbana-Champaign"
architi01,Tiny Archibald,1971,1984,G,6-1,150,"September 2, 1948","University of Texas at El Paso"
ardji01,Jim Ard,1971,1978,F-C,6-8,215,"September 19, 1948","University of Cincinnati"
arenagi01,Gilbert Arenas,2002,2012,G,6-3,191,"January 6, 1982","University of Arizona"
arizatr01,Trevor Ariza,2005,2014,F,6-8,200,"June 30, 1985","University of California, Los Angeles"
arizipa01,Paul Arizin,1951,1962,F-G,6-4,190,"April 9, 1928","Villanova University"
arlaujo01,Joe Arlauckas,1988,1988,F,6-9,230,"July 20, 1965","Niagara University"
armstbj01,B.J. Armstrong,1990,2000,G,6-2,175,"September 9, 1967","University of Iowa"
armstbo01,Bob Armstrong,1957,1957,C-F,6-8,220,"June 17, 1933","Michigan State University"
armstbr01,Brandon Armstrong,2002,2004,G,6-5,188,"June 16, 1980","Pepperdine University"
armstcu01,Curly Armstrong,1949,1951,G-F,5-11,170,"November 1, 1918","Indiana University"
armstda01,Darrell Armstrong,1995,2008,G,6-0,170,"June 22, 1968","Fayetteville State University"
armsthi01,Hilton Armstrong,2007,2014,F-C,6-11,235,"November 11, 1984","University of Connecticut"
armstta01,Tate Armstrong,1978,1979,G,6-3,175,"October 5, 1955","Duke University"
arnelje01,Jesse Arnelle,1956,1956,F,6-5,220,"December 30, 1933","Pennsylvania State University"
arnetja01,Jay Arnette,1964,1966,G,6-2,175,"December 19, 1938","University of Texas at Austin"
arnzebo01,Bob Arnzen,1970,1974,F,6-5,205,"November 3, 1947","University of Notre Dame"
arroyca01,Carlos Arroyo,2002,2011,G,6-2,202,"July 30, 1979","Florida International University"
arthuda01,Darrell Arthur,2009,2014,F,6-9,225,"March 25, 1988","University of Kansas"
arthujo01,John Arthurs,1970,1970,G,6-4,185,"August 15, 1947","Tulane University"
asikom01,Omer Asik,2011,2014,C,7-0,255,"July 4, 1986",""
askewvi01,Vincent Askew,1988,1998,G-F,6-6,210,"February 28, 1966","University of Memphis"
askinke01,Keith Askins,1991,1999,G-F,6-7,197,"December 15, 1967","University of Alabama"
asmondo01,Don Asmonga,1954,1954,G,6-2,185,"February 15, 1928","Alliance College"
athadi01,Dick Atha,1956,1958,G,6-2,190,"September 21, 1931","Indiana State University"
atkinch01,Chucky Atkins,2000,2010,G,5-11,160,"August 14, 1974","University of South Florida"
attleal01,Al Attles,1961,1971,G,6-0,175,"November 7, 1936","North Carolina Agricultural and Technical State University"
aubucch01,Chet Aubuchon,1947,1947,G,5-10,137,"May 18, 1916","Michigan State University"
augmost01,Stacey Augmon,1992,2006,F-G,6-6,205,"August 1, 1968","University of Nevada, Las Vegas"
augusdj01,D.J. Augustin,2009,2014,G,6-0,180,"November 10, 1987","University of Texas at Austin"
augusja01,James Augustine,2007,2008,F,6-10,235,"February 27, 1984","University of Illinois at Urbana-Champaign"
austiis01,Isaac Austin,1992,2002,C,6-10,255,"August 18, 1969","Arizona State University"
austijo01,Johnny Austin,1967,1968,G,6-0,170,"August 31, 1944","Boston College"
austike01,Ken Austin,1984,1984,F,6-9,205,"July 15, 1961","Rice University"
aventan01,Anthony Avent,1993,2000,F,6-9,235,"October 18, 1969","Seton Hall University"
averibi01,Bird Averitt,1974,1978,G,6-1,170,"July 22, 1952","Pepperdine University"
averywi01,William Avery,2000,2002,G,6-2,197,"August 8, 1979","Duke University"
awtrede01,Dennis Awtrey,1971,1982,C,6-10,235,"February 22, 1948","Santa Clara University"
ayongu01,Gustavo Ayon,2012,2014,C,6-10,250,"April 1, 1985",""
pendeje02,Jeff Ayres,2010,2014,F,6-9,240,"April 29, 1987","Arizona State University"
azubuke01,Kelenna Azubuike,2007,2012,G,6-5,220,"December 16, 1983","University of Kentucky"
