GAME,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HOME,WIN
201212040MEM,265,38,82,.463,6,14,.429,16,22,.727,9,23,32,22,12,5,16,26,98,0,0
201212060PHO,240,34,85,.400,8,21,.381,18,25,.720,13,29,42,19,11,4,12,20,94,1,0
201212080LAC,240,36,78,.462,9,24,.375,18,20,.900,9,28,37,24,6,6,20,22,99,0,0
201212090PHO,240,36,78,.462,5,20,.250,13,18,.722,5,24,29,22,4,3,12,19,90,1,0
201212120PHO,240,34,89,.382,5,22,.227,9,11,.818,19,25,44,20,9,7,11,13,82,1,1
201212140PHO,240,38,83,.458,6,13,.462,17,22,.773,12,31,43,23,9,9,12,16,99,1,1
201212170PHO,240,41,85,.482,8,22,.364,11,15,.733,7,31,38,29,5,10,7,17,101,1,1
201212190PHO,240,47,85,.553,17,28,.607,10,11,.909,10,23,33,31,7,6,11,22,121,1,1
201212220POR,240,40,89,.449,5,19,.263,8,11,.727,11,21,32,26,12,1,10,18,93,0,0
201212230PHO,240,29,80,.363,3,17,.176,16,24,.667,12,29,41,18,10,2,14,21,77,1,0
201212260PHO,240,38,83,.458,8,21,.381,13,16,.813,5,33,38,21,7,5,13,12,97,1,0
201212280IND,240,38,82,.463,2,14,.143,13,16,.813,10,27,37,20,5,2,11,26,91,0,0
201212290MIN,240,45,97,.464,2,17,.118,15,24,.625,11,35,46,29,7,5,4,23,107,0,0
201212310OKC,240,37,78,.474,8,24,.333,14,17,.824,10,31,41,19,3,3,13,20,96,0,0
201301020PHO,240,39,85,.459,3,13,.231,14,20,.700,12,33,45,24,11,7,13,16,95,1,1
201301040PHO,240,34,75,.453,4,15,.267,8,11,.727,7,33,40,23,5,10,20,18,80,1,0
201301060PHO,240,31,79,.392,5,14,.357,14,18,.778,11,21,32,18,10,5,14,21,81,1,0
201301080MIL,240,37,90,.411,4,20,.200,21,26,.808,16,34,50,21,6,5,16,22,99,0,0
201301090BOS,240,33,84,.393,2,12,.167,11,18,.611,19,28,47,21,5,5,16,18,79,0,0
201301110BRK,240,31,79,.392,7,14,.500,10,16,.625,13,26,39,20,5,5,18,30,79,0,0
201301120CHI,240,36,73,.493,6,14,.429,19,25,.760,9,37,46,23,5,11,17,20,97,0,1
201301140PHO,240,35,84,.417,9,25,.360,11,18,.611,14,34,48,18,3,7,14,20,90,1,0
201301170PHO,240,34,89,.382,4,14,.286,22,29,.759,10,34,44,20,13,4,17,22,94,1,0
201301230SAC,240,43,90,.478,6,19,.316,14,16,.875,10,20,30,30,14,4,11,22,106,0,1
201301240PHO,240,30,71,.423,5,16,.313,28,37,.757,8,35,43,18,7,4,14,23,93,1,1
201301260SAS,240,41,81,.506,6,12,.500,11,14,.786,9,35,44,30,4,0,15,19,99,0,0
201301270DAL,240,34,77,.442,4,17,.235,23,28,.821,8,30,38,22,7,6,17,15,95,0,0
201301300PHO,240,38,83,.458,3,12,.250,13,15,.867,7,29,36,21,11,2,11,20,92,1,1
201302010PHO,240,38,89,.427,4,15,.267,19,25,.760,12,34,46,20,9,7,13,21,99,1,0
201302020GSW,240,35,86,.407,5,15,.333,18,24,.750,15,33,48,22,7,1,12,21,93,0,0
201302050MEM,240,37,73,.507,4,10,.400,18,22,.818,11,29,40,19,9,2,21,23,96,0,1
201302060NOH,240,35,78,.449,1,15,.067,13,15,.867,11,29,40,19,4,4,16,17,84,0,0
201302080OKC,240,39,83,.470,7,18,.389,11,15,.733,11,28,39,18,4,4,16,18,96,0,0
201302100PHO,240,30,91,.330,4,14,.286,5,5,1.000,17,36,53,18,6,8,22,22,69,1,0
201302120LAL,240,35,85,.412,3,13,.231,12,17,.706,12,36,48,27,10,8,19,21,85,0,0
201302190POR,240,41,82,.500,3,13,.231,17,20,.850,14,37,51,30,8,2,17,28,102,0,1
201302200GSW,240,40,84,.476,9,17,.529,9,14,.643,11,30,41,28,7,8,14,18,98,0,0
201302220PHO,240,35,84,.417,4,19,.211,14,23,.609,12,28,40,26,8,3,13,19,88,1,0
201302240PHO,240,30,81,.370,3,9,.333,24,33,.727,13,34,47,24,11,8,20,27,87,1,0
201302260PHO,265,37,91,.407,5,13,.385,5,14,.357,16,40,56,23,5,11,20,26,84,1,1
201302270SAS,265,44,95,.463,3,12,.250,14,21,.667,16,33,49,26,6,4,15,29,105,0,1
201303010PHO,240,36,81,.444,10,22,.455,10,12,.833,7,31,38,16,9,3,17,17,92,1,1
201303060PHO,240,28,74,.378,7,23,.304,8,15,.533,11,29,40,21,11,3,28,18,71,1,0
201303080SAC,240,43,90,.478,7,23,.304,19,23,.826,12,26,38,33,9,6,13,17,112,0,0
201303090PHO,240,37,82,.451,8,18,.444,25,39,.641,17,30,47,18,13,4,16,20,107,1,1
201303110PHO,240,35,84,.417,6,20,.300,17,22,.773,12,31,43,25,11,5,18,21,93,1,0
201303130HOU,240,34,81,.420,6,21,.286,7,10,.700,5,24,29,20,13,7,20,20,81,0,0
201303150ATL,240,35,79,.443,3,19,.158,21,31,.677,11,35,46,20,10,2,24,24,94,0,0
201303160WAS,240,42,88,.477,6,21,.286,15,20,.750,17,31,48,19,5,4,14,15,105,0,0
201303180PHO,240,42,87,.483,8,20,.400,7,15,.467,14,41,55,21,10,7,16,16,99,1,1
201303200PHO,240,28,83,.337,3,15,.200,20,22,.909,13,27,40,17,11,2,13,17,79,1,0
201303220PHO,240,36,95,.379,4,22,.182,10,21,.476,17,31,48,24,9,2,16,29,86,1,0
201303240PHO,240,41,99,.414,6,21,.286,12,17,.706,25,23,48,22,5,8,10,23,100,1,0
201303270UTA,240,34,76,.447,6,16,.375,14,19,.737,8,28,36,27,7,4,17,18,88,0,0
201303280PHO,240,42,94,.447,7,20,.350,12,23,.522,14,23,37,29,11,6,9,18,103,1,0
201303300PHO,240,40,82,.488,6,12,.500,18,19,.947,9,26,35,30,8,3,16,30,104,1,0
201304030LAC,240,35,77,.455,7,17,.412,24,25,.960,11,30,41,23,3,3,19,16,101,0,0
201304050PHO,240,44,72,.611,5,14,.357,14,17,.824,7,29,36,19,6,5,22,17,107,1,0
201304070PHO,240,34,80,.425,7,21,.333,17,19,.895,9,29,38,20,8,4,16,24,92,1,0
201304090HOU,240,38,86,.442,7,12,.583,15,19,.789,11,30,41,24,9,5,19,20,98,0,0
201304100DAL,240,37,89,.416,12,27,.444,16,17,.941,12,36,48,25,7,11,10,17,102,0,1
201304130MIN,240,37,73,.507,9,20,.450,10,14,.714,5,29,34,28,10,3,27,22,93,0,0
201304150PHO,240,47,95,.495,7,23,.304,18,23,.783,11,33,44,29,11,9,11,19,119,1,1
201304170DEN,240,40,104,.385,7,25,.280,11,17,.647,20,27,47,29,8,5,12,18,98,0,0
