GAME,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HOME,WIN
201303150DEN,240,30,85,.353,4,12,.333,16,19,.842,20,27,47,16,8,5,14,22,80,0,0
201303160UTA,240,33,77,.429,4,12,.333,14,22,.636,11,31,42,14,4,6,11,22,84,0,0
201303180MEM,240,40,82,.488,5,16,.313,7,11,.636,11,38,49,19,6,10,13,21,92,1,1
201303200MEM,265,32,89,.360,6,15,.400,20,24,.833,19,35,54,11,5,5,19,27,90,1,1
201303220NOH,240,30,73,.411,3,10,.300,20,25,.800,11,22,33,14,11,3,11,20,83,0,0
201303230MEM,240,43,94,.457,4,11,.364,20,24,.833,16,28,44,26,8,6,8,19,110,1,1
201303250WAS,240,34,77,.442,6,16,.375,20,22,.909,9,34,43,17,8,1,16,25,94,0,0
201303270NYK,240,33,70,.471,6,21,.286,29,35,.829,10,24,34,14,6,2,16,24,101,0,0
201303290MEM,240,40,79,.506,4,11,.364,19,21,.905,13,29,42,24,8,4,14,19,103,1,1
201303300MIN,240,37,73,.507,6,10,.600,19,27,.704,5,30,35,25,9,5,9,28,99,0,1
201304010MEM,240,36,79,.456,2,7,.286,18,24,.750,10,30,40,15,9,5,10,14,92,1,1
201304030POR,240,34,67,.507,4,12,.333,22,28,.786,7,30,37,27,10,4,12,18,94,0,1
201304050LAL,240,38,86,.442,3,14,.214,5,7,.714,8,28,36,24,12,4,7,16,84,0,0
201304070SAC,240,32,73,.438,3,7,.429,22,29,.759,8,37,45,17,9,12,14,25,89,0,1
201304090MEM,240,39,82,.476,3,13,.231,13,20,.650,12,36,48,17,6,7,6,16,94,1,1
201304120HOU,240,29,83,.349,5,17,.294,19,28,.679,12,32,44,18,10,8,6,22,82,0,1
201304130MEM,240,34,83,.410,6,13,.462,13,20,.650,12,31,43,19,6,5,10,20,87,1,0
201304150DAL,240,38,80,.475,7,21,.333,20,25,.800,16,34,50,24,10,3,16,22,103,0,1
201304170MEM,240,34,84,.405,4,13,.308,14,20,.700,19,38,57,22,7,8,11,24,86,1,1
