GAME,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HOME,WIN
201301220MIL,240,42,95,.442,8,16,.500,10,13,.769,19,27,46,29,6,3,16,22,102,0,0
201301260PHI,240,38,75,.507,6,19,.316,15,22,.682,4,30,34,16,6,5,11,22,97,1,1
201301280PHI,240,45,83,.542,4,9,.444,6,9,.667,6,21,27,25,8,4,9,14,100,1,0
201301300PHI,240,40,95,.421,6,13,.462,6,10,.600,11,32,43,27,9,6,9,17,92,1,1
201302010PHI,240,36,76,.474,3,14,.214,14,19,.737,9,38,47,20,6,4,18,18,89,1,1
201302040PHI,240,36,79,.456,3,20,.150,3,5,.600,7,39,46,26,8,7,11,10,78,1,1
201302060PHI,240,31,89,.348,2,8,.250,5,7,.714,16,35,51,20,8,8,15,17,69,1,0
201302090PHI,240,39,93,.419,2,16,.125,7,10,.700,16,44,60,24,2,2,11,19,87,1,1
201302110PHI,240,35,84,.417,9,18,.500,11,16,.688,16,21,37,27,8,0,13,18,90,1,0
201302130MIL,240,34,76,.447,4,13,.308,20,24,.833,11,30,41,18,5,4,14,22,92,0,0
201302200MIN,240,31,81,.383,4,13,.308,21,32,.656,10,29,39,18,8,5,10,30,87,0,0
201302230PHI,240,35,78,.449,11,28,.393,9,10,.900,7,25,32,25,1,3,12,15,90,1,0
201302240NYK,240,36,85,.424,4,13,.308,17,20,.850,11,33,44,18,8,2,12,22,93,0,0
201302260PHI,240,32,81,.395,7,21,.333,13,18,.722,8,29,37,26,6,1,11,15,84,1,0
201302280CHI,240,33,85,.388,4,11,.364,12,21,.571,12,35,47,16,5,8,12,24,82,0,0
201303020PHI,240,44,85,.518,12,18,.667,4,9,.444,11,37,48,29,9,5,23,18,104,1,1
201303030WAS,240,33,85,.388,6,19,.316,15,20,.750,9,33,42,20,8,3,9,19,87,0,0
201303050PHI,240,41,100,.410,5,21,.238,14,18,.778,19,26,45,24,14,3,14,18,101,1,0
201303060ATL,240,37,86,.430,6,17,.353,16,21,.762,15,33,48,30,8,2,14,15,96,0,0
201303080MIA,240,37,77,.481,10,21,.476,9,11,.818,6,27,33,22,10,3,15,20,93,0,0
201303100ORL,240,40,86,.465,5,12,.417,6,10,.600,8,30,38,26,9,6,12,13,91,0,0
201303110PHI,240,40,76,.526,8,15,.533,18,27,.667,9,26,35,31,5,4,6,15,106,1,1
201303130PHI,240,40,85,.471,7,18,.389,7,12,.583,13,27,40,29,10,3,12,22,94,1,0
201303160PHI,240,39,79,.494,6,13,.462,14,19,.737,9,32,41,28,6,14,12,21,98,1,1
201303180PHI,240,43,86,.500,5,16,.313,10,13,.769,8,35,43,31,7,8,13,15,101,1,1
201303200LAC,240,29,79,.367,6,20,.300,8,10,.800,10,27,37,22,6,4,19,19,72,0,0
201303210DEN,240,43,78,.551,7,18,.389,7,11,.636,7,27,34,27,13,5,22,22,100,0,0
201303240SAC,240,47,96,.490,8,21,.381,15,21,.714,17,31,48,31,9,4,9,15,117,0,1
201303250UTA,240,32,83,.386,4,14,.286,23,28,.821,14,24,38,9,6,5,13,18,91,0,0
201303270PHI,240,42,89,.472,8,16,.500,8,9,.889,14,34,48,28,5,3,15,14,100,1,1
201303290CLE,240,42,86,.488,7,18,.389,6,10,.600,12,31,43,26,5,6,9,13,97,0,1
201303300PHI,240,38,73,.521,5,16,.313,19,27,.704,7,26,33,28,7,1,10,24,100,1,1
201304030CHA,240,33,94,.351,4,16,.250,13,16,.813,19,28,47,16,12,1,15,16,83,0,0
201304050ATL,240,37,80,.463,9,16,.563,18,24,.750,11,37,48,24,8,4,11,19,101,0,1
201304060MIA,240,33,82,.402,6,20,.300,15,20,.750,12,29,41,12,6,2,9,14,87,0,0
201304090BRK,240,30,80,.375,7,14,.500,16,20,.800,8,26,34,16,6,2,7,17,83,0,0
201304100PHI,240,37,88,.420,7,21,.333,20,22,.909,12,29,41,21,5,0,15,17,101,1,0
201304120WAS,240,40,93,.430,7,22,.318,10,11,.909,11,36,47,29,11,3,11,13,97,0,1
201304140PHI,240,38,86,.442,8,21,.381,7,11,.636,10,29,39,27,9,9,12,12,91,1,1
201304150DET,240,39,87,.448,6,22,.273,17,21,.810,13,26,39,25,10,5,12,15,101,0,0
201304170IND,240,43,85,.506,8,19,.421,11,14,.786,10,32,42,16,9,6,16,23,105,0,1
