GAME,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HOME,WIN
201301260WAS,240,29,71,.408,4,15,.267,11,12,.917,7,34,41,19,5,6,16,16,73,0,0
201301280CHI,240,35,78,.449,7,18,.389,16,25,.640,15,33,48,22,5,14,11,20,93,1,1
201301300MIL,240,45,91,.495,4,13,.308,10,13,.769,15,30,45,27,10,5,11,22,104,0,1
201302010BRK,240,34,78,.436,1,14,.071,20,22,.909,11,18,29,23,9,3,13,17,89,0,0
201302020ATL,240,38,93,.409,8,20,.400,9,13,.692,18,35,53,26,12,5,7,14,93,0,1
201302040IND,240,39,88,.443,4,16,.250,19,22,.864,12,23,35,18,7,6,10,25,101,0,0
201302070DEN,240,38,91,.418,10,27,.370,10,14,.714,16,18,34,26,5,4,14,16,96,0,0
201302080UTA,240,36,79,.456,5,12,.417,16,18,.889,15,26,41,25,6,2,9,16,93,0,1
201302110CHI,240,37,78,.474,2,12,.167,13,20,.650,17,32,49,18,7,5,19,23,89,1,0
201302130BOS,240,27,74,.365,3,17,.176,12,17,.706,13,36,49,15,5,4,20,19,69,0,0
201302190NOH,240,39,84,.464,5,13,.385,13,17,.765,14,33,47,30,10,6,15,19,96,0,1
201302210CHI,240,28,75,.373,2,10,.200,9,11,.818,13,26,39,20,10,4,26,15,67,1,0
201302220CHA,240,42,83,.506,5,14,.357,16,20,.800,10,36,46,37,6,7,6,26,105,0,1
201302240OKC,240,25,86,.291,4,18,.222,18,24,.750,16,28,44,14,10,5,17,18,72,0,0
201302260CHI,240,39,78,.500,9,21,.429,11,15,.733,11,23,34,33,5,8,15,17,98,1,0
201302280CHI,240,32,83,.386,3,14,.214,26,33,.788,15,38,53,19,6,15,11,12,93,1,1
201303020CHI,240,38,73,.521,6,15,.400,14,14,1.000,6,28,34,25,11,7,19,24,96,1,1
201303030IND,240,35,81,.432,8,19,.421,14,18,.778,8,26,34,25,9,5,11,27,92,0,0
201303060SAS,240,33,90,.367,9,20,.450,8,8,1.000,14,27,41,23,9,5,8,15,83,0,0
201303080CHI,240,30,81,.370,4,17,.235,25,30,.833,21,29,50,19,8,1,11,16,89,1,1
201303100LAL,240,33,89,.371,4,16,.250,11,12,.917,18,28,46,17,8,4,13,17,81,0,0
201303130SAC,240,32,83,.386,2,21,.095,13,15,.867,12,27,39,19,2,3,17,19,79,0,0
201303150GSW,240,43,83,.518,8,16,.500,19,22,.864,11,32,43,28,8,0,14,22,113,0,1
201303180CHI,265,47,96,.490,8,21,.381,16,19,.842,12,30,42,29,7,11,14,21,118,1,0
201303210CHI,240,39,89,.438,4,14,.286,7,11,.636,9,32,41,30,8,4,8,16,89,1,0
201303230CHI,240,35,81,.432,3,11,.273,14,22,.636,12,34,46,21,4,5,10,22,87,1,1
201303240MIN,240,41,89,.461,10,26,.385,12,17,.706,20,32,52,25,7,3,14,16,104,0,1
201303270CHI,240,40,85,.471,8,22,.364,13,18,.722,12,31,43,27,9,3,18,18,101,1,1
201303300DAL,240,38,80,.475,12,21,.571,10,18,.556,11,28,39,24,6,4,12,14,98,0,0
201303310CHI,240,30,76,.395,8,23,.348,27,40,.675,10,27,37,19,10,4,9,18,95,1,1
201304020WAS,240,35,89,.393,5,23,.217,11,16,.688,12,33,45,21,6,2,7,20,86,0,0
201304040BRK,240,38,82,.463,4,11,.364,12,19,.632,13,33,46,21,5,4,13,28,92,0,1
201304050CHI,240,33,82,.402,8,20,.400,13,14,.929,9,28,37,19,10,6,11,12,87,1,1
201304070DET,240,33,73,.452,3,15,.200,16,25,.640,8,25,33,20,7,5,11,18,85,0,0
201304090CHI,240,37,86,.430,10,17,.588,14,20,.700,13,27,40,24,3,2,10,21,98,1,0
201304110CHI,265,39,87,.448,10,27,.370,30,37,.811,10,43,53,23,7,9,8,21,118,1,1
201304120TOR,240,34,77,.442,9,18,.500,11,14,.786,10,29,39,22,6,1,16,24,88,0,0
201304140MIA,240,29,82,.354,11,26,.423,24,31,.774,11,34,45,16,7,1,14,30,93,0,0
201304150ORL,240,42,75,.560,9,17,.529,9,13,.692,8,27,35,33,6,4,14,25,102,0,1
201304170CHI,240,37,78,.474,7,18,.389,14,19,.737,12,33,45,26,5,2,15,22,95,1,1
