Player ID,Player,From,To,Pos,Ht,Wt,Birth Date,College
englewa01,Wayne Englestad,1989,1989,F,6-8,245,"December 6, 1966","University of California, Irvine"
engliaj01,A.J. English,1991,1992,G,6-3,175,"July 11, 1967","Virginia Union University"
englial01,Alex English,1977,1991,F,6-7,190,"January 5, 1954","University of South Carolina"
englicl01,Claude English,1971,1971,F,6-4,185,"December 26, 1946","University of Rhode Island"
englijo01,Jo Jo English,1993,1995,G,6-4,195,"February 4, 1970","University of South Carolina"
engliki01,Kim English,2013,2013,G,6-6,200,"September 24, 1988","University of Missouri"
englisc01,Scott English,1973,1975,F,6-6,205,"October 20, 1950","University of Texas at El Paso"
engluge01,Gene Englund,1950,1950,F-C,6-5,205,"October 21, 1917","University of Wisconsin"
eppsra01,Ray Epps,1979,1979,F,6-6,195,"August 20, 1956","Norfolk State University"
erdense01,Semih Erden,2011,2012,C,7-0,240,"July 28, 1986",""
eriasbo01,Bo Erias,1958,1958,F,6-3,220,"July 30, 1932","Niagara University"
erickke01,Keith Erickson,1966,1977,F-G,6-5,195,"April 19, 1944","University of California, Los Angeles"
ervinju01,Julius Erving,1972,1987,F-G,6-6,200,"February 22, 1950","University of Massachusetts Amherst"
eschmev01,Evan Eschmeyer,2000,2003,C,6-11,255,"May 30, 1975","Northwestern University"
eskrija01,Jack Eskridge,1949,1949,C-F,6-5,200,"January 21, 1924","University of Kansas"
esposvi01,Vincenzo Esposito,1996,1996,G,6-3,198,"January 3, 1969",""
evansbi01,Billy Evans,1970,1970,G,6-0,170,"March 3, 1947","Boston College"
evansbo01,Bob Evans,1950,1950,G,6-2,175,"May 31, 1925","Butler University"
evansbr01,Brian Evans,1997,1999,F,6-8,220,"September 13, 1973","Indiana University"
evansea01,Earl Evans,1980,1980,F,6-8,202,"November 11, 1955","University of Nevada, Las Vegas"
evansje01,Jeremy Evans,2011,2014,F,6-9,196,"October 24, 1987","Western Kentucky University"
evansma01,Maurice Evans,2002,2012,G,6-5,220,"November 8, 1978","University of Texas at Austin"
evansmi01,Mike Evans,1980,1988,G,6-1,170,"April 19, 1955","Kansas State University"
evansre01,Reggie Evans,2003,2014,F,6-8,245,"May 18, 1980","University of Iowa"
evansty01,Tyreke Evans,2010,2014,G,6-6,220,"September 19, 1989","University of Memphis"
ewingda01,Daniel Ewing,2006,2007,G,6-3,185,"March 26, 1983","Duke University"
ewingpa01,Patrick Ewing,1986,2002,C-F,7-0,240,"August 5, 1962","Georgetown University"
ewingpa02,Patrick Ewing,2011,2011,F,6-8,235,"May 20, 1984","Georgetown University"
eyengch01,Christian Eyenga,2011,2012,F,6-5,210,"June 22, 1989",""
ezelife01,Festus Ezeli,2013,2013,C,6-11,255,"October 21, 1989","Vanderbilt University"
ezersjo01,Johnny Ezersky,1948,1950,F-G,6-3,175,"","University of Rhode Island"
